run_accession,sample_accession,experiment_accession,study_accession,geo_series_id,geo_title,study_title,experiment_title,sample_title,organism_name,geo_organism,organism_taxid,library_strategy,library_source,library_selection,library_layout,geo_platform,instrument,instrument_model,bioproject,biosample,total_spots,total_size,run_total_spots,run_total_bases,geo_submission_date,geo_last_update_date,experiment_desc,geo_summary,instrument_model_desc,library_name,file_name,file_type,file_format,file_size_bytes,file_size_mb,file_download_url,file_s3_location,file_md5
SRR21492343,SRS15047696,SRX17495749,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC SINGLE CELL,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732287,1251181719,35382224389,833113273,50525809586,"Sep 08, 2022","Feb 27, 2025",GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566490,EP5_S5_L001_I1_001.fastq.gz,,,2205117726,2102.96,,,ab35c4cdbebf78ad1ca54e25a07c7997
SRR21492343,SRS15047696,SRX17495749,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC SINGLE CELL,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732287,1251181719,35382224389,833113273,50525809586,"Sep 08, 2022","Feb 27, 2025",GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566490,EP5_S5_L001_I2_001.fastq.gz,,,2598837100,2478.44,,,6991acd82dd6facd4e4b0725a0761a60
SRR21492343,SRS15047696,SRX17495749,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC SINGLE CELL,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732287,1251181719,35382224389,833113273,50525809586,"Sep 08, 2022","Feb 27, 2025",GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566490,EP5_S5_L001_R1_001.fastq.gz,,,26859341399,25615.06,,,ec518ad3b2ae001c35eaaf52a43e727f
SRR21492343,SRS15047696,SRX17495749,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC SINGLE CELL,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732287,1251181719,35382224389,833113273,50525809586,"Sep 08, 2022","Feb 27, 2025",GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566490,SRR21492342,,,21042699420,20067.88,,,ff8db7449367596923cb8586b7e3630d
SRR21492343,SRS15047696,SRX17495749,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC SINGLE CELL,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732287,1251181719,35382224389,833113273,50525809586,"Sep 08, 2022","Feb 27, 2025",GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566490,SRR21492342.lite,,,13074212264,12468.54,,,b0a0d59f8d517c4d6898364af3cca262
SRR21492343,SRS15047696,SRX17495749,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC SINGLE CELL,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732287,1251181719,35382224389,833113273,50525809586,"Sep 08, 2022","Feb 27, 2025",GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566490,EP5_S5_L001_R2_001.fastq.gz,,,19952181168,19027.88,,,2246317a99475c9427144049b0e18659
SRR21492343,SRS15047696,SRX17495749,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC SINGLE CELL,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732287,1251181719,35382224389,833113273,50525809586,"Sep 08, 2022","Feb 27, 2025",GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566490,EP5_S5_L002_I1_001.fastq.gz,,,2198926827,2097.06,,,e448b865d4256ce0754155094cba9def
SRR21492343,SRS15047696,SRX17495749,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC SINGLE CELL,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732287,1251181719,35382224389,833113273,50525809586,"Sep 08, 2022","Feb 27, 2025",GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566490,EP5_S5_L002_I2_001.fastq.gz,,,2597377289,2477.05,,,34f03690c9036adc6117d9777d29fa3b
SRR21492343,SRS15047696,SRX17495749,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC SINGLE CELL,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732287,1251181719,35382224389,833113273,50525809586,"Sep 08, 2022","Feb 27, 2025",GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566490,SRR21492343,,,14339531187,13675.24,,,30bc267d49478201183d4bbca994eed2
SRR21492343,SRS15047696,SRX17495749,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC SINGLE CELL,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732287,1251181719,35382224389,833113273,50525809586,"Sep 08, 2022","Feb 27, 2025",GSM6566490: 23.3 sel 3 ; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566490,SRR21492343.lite,,,11456796535,10926.05,,,dd1181204750e262af390ac8d97aa2c3
SRR21492344,SRS15047722,SRX17495775,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566464: NF9511b 10d Sel Rep2; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732309,29544240,1851641538,29544240,5908848000,"Sep 08, 2022","Feb 27, 2025",GSM6566464: NF9511b 10d Sel Rep2; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566464,11b_10d-2_R1.fastq.gz,,,1574826097,1501.87,,,dadf65ab67765ed6925ddb022966482d
SRR21492344,SRS15047722,SRX17495775,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566464: NF9511b 10d Sel Rep2; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732309,29544240,1851641538,29544240,5908848000,"Sep 08, 2022","Feb 27, 2025",GSM6566464: NF9511b 10d Sel Rep2; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566464,11b_10d-2_R2.fastq.gz,,,1610806103,1536.18,,,0d3e4a307ea5755ec112206670615758
SRR21492344,SRS15047722,SRX17495775,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566464: NF9511b 10d Sel Rep2; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732309,29544240,1851641538,29544240,5908848000,"Sep 08, 2022","Feb 27, 2025",GSM6566464: NF9511b 10d Sel Rep2; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566464,SRR21492344,,,1851643762,1765.87,,,09f0d4bf1cfd52ccc336e4aab9176671
SRR21492344,SRS15047722,SRX17495775,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566464: NF9511b 10d Sel Rep2; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732309,29544240,1851641538,29544240,5908848000,"Sep 08, 2022","Feb 27, 2025",GSM6566464: NF9511b 10d Sel Rep2; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566464,SRR21492344.lite,,,1530328738,1459.44,,,68132bb333d731946f9f7cb4c7e8d899
SRR21492345,SRS15047721,SRX17495774,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566463: NF9511b 10d Sel Rep1; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732310,32601523,2052231469,32601523,6520304600,"Sep 08, 2022","Feb 27, 2025",GSM6566463: NF9511b 10d Sel Rep1; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566463,11b_10d-1_R1.fastq.gz,,,1733873169,1653.55,,,91e22ed6e3e1946ddaca34e86023f9c4
SRR21492345,SRS15047721,SRX17495774,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566463: NF9511b 10d Sel Rep1; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732310,32601523,2052231469,32601523,6520304600,"Sep 08, 2022","Feb 27, 2025",GSM6566463: NF9511b 10d Sel Rep1; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566463,11b_10d-1_R2.fastq.gz,,,1781788933,1699.25,,,39b55ad407ca805278d9251d3bacc4dd
SRR21492345,SRS15047721,SRX17495774,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566463: NF9511b 10d Sel Rep1; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732310,32601523,2052231469,32601523,6520304600,"Sep 08, 2022","Feb 27, 2025",GSM6566463: NF9511b 10d Sel Rep1; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566463,SRR21492345,,,2052233693,1957.16,,,4d976c257aa0472002c02bd8ce066fe1
SRR21492345,SRS15047721,SRX17495774,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566463: NF9511b 10d Sel Rep1; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732310,32601523,2052231469,32601523,6520304600,"Sep 08, 2022","Feb 27, 2025",GSM6566463: NF9511b 10d Sel Rep1; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566463,SRR21492345.lite,,,1688101597,1609.9,,,9b578b56cf0bce622cbbc84f08714c99
SRR21492346,SRS15047720,SRX17495773,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566462: VS9; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732311,57310153,4708394657,57310153,11576650906,"Sep 08, 2022","Feb 27, 2025",GSM6566462: VS9; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566462,S9_S15_L002_R1_001.fastq.gz,,,3347139833,3192.08,,,9d5a6c7e2cac584649b57d645635fed0
SRR21492346,SRS15047720,SRX17495773,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566462: VS9; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732311,57310153,4708394657,57310153,11576650906,"Sep 08, 2022","Feb 27, 2025",GSM6566462: VS9; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566462,S9_S15_L002_R2_001.fastq.gz,,,3871324350,3691.98,,,7183a42212d29e987cf4f3928cc1d7ae
SRR21492346,SRS15047720,SRX17495773,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566462: VS9; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732311,57310153,4708394657,57310153,11576650906,"Sep 08, 2022","Feb 27, 2025",GSM6566462: VS9; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566462,SRR21492346,,,4708397176,4490.28,,,47cc0e1da50c55f1172df3b4d8007400
SRR21492346,SRS15047720,SRX17495773,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566462: VS9; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732311,57310153,4708394657,57310153,11576650906,"Sep 08, 2022","Feb 27, 2025",GSM6566462: VS9; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566462,SRR21492346.lite,,,2951941280,2815.19,,,bfbbf95db7af03deca1b35f147928352
SRR21492347,SRS15047719,SRX17495772,SRP399711,GSE212964,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,Bulk and single cell sequencing of peripheral nervous system tumors in neurofibromatosis,GSM6566461: VS7; Homo sapiens; RNA-Seq,,Homo sapiens,Homo sapiens,9606,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,GPL24676,Illumina NovaSeq 6000,Illumina NovaSeq 6000,PRJNA884396,SAMN30732312,53737679,4457421296,53737679,10855011158,"Sep 08, 2022","Feb 27, 2025",GSM6566461: VS7; Homo sapiens; RNA-Seq,Peripheral nervous system tumors in neurofibromatosis,ILLUMINA,GSM6566461,S7_cleanup_S22_L003_R1_001.fastq.gz,,,3158231181,3011.92,,,037eb4b3ecd5ce3a14cd51a535a31916
